title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_base_in,field_outside_dia_base_mm,field_outside_dia_base_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 018A 05 M,LE 018A 05 M,LE018A05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.5,1.5,38.1,3.81,0.035,0.035,0.89,0.089,1.8,1.8,0.315,3.15,0.0321,0.321,32.1,321,0.18,0.18,0.0315,0.315,0.00321,0.0321,3.21,32.1,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,71.4097,71.4,0.018,0.018,0.46,0.046,Standard Loops,0.3,0.3,1.334,0.1361,136.1,0.06,0.06,0.2669,0.02722,27.22,2.2,2.2,9.786,0.9979,997.9,2.56,2.56,65.02,6.502,1.322,1.322,33.58,3.358,Factory Option,Zinc Plate and Bake per ASTM B633,0.00188,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018A 05 S,LE 018A 05 S,LE018A05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.5,1.5,38.1,3.81,0.035,0.035,0.89,0.089,1.5,1.5,0.263,2.63,0.0268,0.268,26.8,268,0.15,0.15,0.0263,0.263,0.00268,0.0268,2.68,26.8,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,71.4097,71.4,0.018,0.018,0.46,0.046,Standard Loops,0.2499,0.2499,1.112,0.1134,113.4,0.04998,0.04998,0.2223,0.02267,22.67,1.8326,1.8326,8.152,0.8313,831.3,2.56,2.56,65.02,6.502,1.322,1.322,33.58,3.358,Factory Option,Passivate per ASTM A967,0.00191,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018A 05 S316,LE 018A 05 S316,LE018A05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.5,1.5,38.1,3.81,0.035,0.035,0.89,0.089,1.5,1.5,0.263,2.63,0.0268,0.268,26.8,268,0.15,0.15,0.0263,0.263,0.00268,0.0268,2.68,26.8,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,71.4097,71.4,0.018,0.018,0.46,0.046,Standard Loops,0.2499,0.2499,1.112,0.1134,113.4,0.04998,0.04998,0.2223,0.02267,22.67,1.374,1.374,6.112,0.6232,623.2,2.249,2.249,57.12,5.712,1.322,1.322,33.58,3.358,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00191,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018A 06 M,LE 018A 06 M,LE018A06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.75,1.75,44.45,4.445,0.04,0.04,1.02,0.102,1.5,1.5,0.263,2.63,0.0268,0.268,26.8,268,0.15,0.15,0.0263,0.263,0.00268,0.0268,2.68,26.8,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,85.6916,85.7,0.018,0.018,0.46,0.046,Standard Loops,0.3,0.3,1.334,0.1361,136.1,0.06,0.06,0.2669,0.02722,27.22,2.2,2.2,9.786,0.9979,997.9,3.02,3.02,76.71,7.671,1.572,1.572,39.93,3.993,Factory Option,Zinc Plate and Bake per ASTM B633,0.00224,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018A 06 S,LE 018A 06 S,LE018A06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.75,1.75,44.45,4.445,0.04,0.04,1.02,0.102,1.25,1.25,0.219,2.19,0.0223,0.223,22.3,223,0.125,0.125,0.0219,0.219,0.00223,0.0223,2.23,22.3,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,85.6916,85.7,0.018,0.018,0.46,0.046,Standard Loops,0.2499,0.2499,1.112,0.1134,113.4,0.04998,0.04998,0.2223,0.02267,22.67,1.8326,1.8326,8.152,0.8313,831.3,3.02,3.02,76.71,7.671,1.572,1.572,39.93,3.993,Factory Option,Passivate per ASTM A967,0.00228,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018A 06 S316,LE 018A 06 S316,LE018A06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,1.75,1.75,44.45,4.445,0.04,0.04,1.02,0.102,1.25,1.25,0.219,2.19,0.0223,0.223,22.3,223,0.125,0.125,0.0219,0.219,0.00223,0.0223,2.23,22.3,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,85.6916,85.7,0.018,0.018,0.46,0.046,Standard Loops,0.2499,0.2499,1.112,0.1134,113.4,0.04998,0.04998,0.2223,0.02267,22.67,1.374,1.374,6.112,0.6232,623.2,2.649,2.649,67.28,6.728,1.572,1.572,39.93,3.993,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00228,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018A 07 M,LE 018A 07 M,LE018A07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,1.3,1.3,0.228,2.28,0.0232,0.232,23.2,232,0.13,0.13,0.0228,0.228,0.00232,0.0232,2.32,23.2,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,98.875,98.9,0.018,0.018,0.46,0.046,Standard Loops,0.3,0.3,1.334,0.1361,136.1,0.06,0.06,0.2669,0.02722,27.22,2.2,2.2,9.786,0.9979,997.9,3.46,3.46,87.88,8.788,1.822,1.822,46.28,4.628,Factory Option,Zinc Plate and Bake per ASTM B633,0.00258,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018A 07 S,LE 018A 07 S,LE018A07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,1.08,1.08,0.189,1.89,0.0193,0.193,19.3,193,0.108,0.108,0.0189,0.189,0.00193,0.0193,1.93,19.3,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,99.1801,99.2,0.018,0.018,0.46,0.046,Standard Loops,0.2499,0.2499,1.112,0.1134,113.4,0.04998,0.04998,0.2223,0.02267,22.67,1.8326,1.8326,8.152,0.8313,831.3,3.46,3.46,87.88,8.788,1.822,1.822,46.28,4.628,Factory Option,Passivate per ASTM A967,0.00263,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018A 07 S316,LE 018A 07 S316,LE018A07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,1.08,1.08,0.189,1.89,0.0193,0.193,19.3,193,0.108,0.108,0.0189,0.189,0.00193,0.0193,1.93,19.3,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,99.1801,99.2,0.018,0.018,0.46,0.046,Standard Loops,0.2499,0.2499,1.112,0.1134,113.4,0.04998,0.04998,0.2223,0.02267,22.67,1.374,1.374,6.112,0.6232,623.2,3.04,3.04,77.22,7.722,1.822,1.822,46.28,4.628,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00263,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018A 08 M,LE 018A 08 M,LE018A08M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,1.13,1.13,0.198,1.98,0.0202,0.202,20.2,202,0.113,0.113,0.0198,0.198,0.00202,0.0202,2.02,20.2,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,113.75,113.8,0.018,0.018,0.46,0.046,Standard Loops,0.3,0.3,1.334,0.1361,136.1,0.06,0.06,0.2669,0.02722,27.22,2.2,2.2,9.786,0.9979,997.9,3.93,3.93,99.82,9.982,2.072,2.072,52.63,5.263,Factory Option,Zinc Plate and Bake per ASTM B633,0.00296,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018A 08 S,LE 018A 08 S,LE018A08S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.94,0.94,0.165,1.65,0.0168,0.168,16.8,168,0.094,0.094,0.0165,0.165,0.00168,0.0168,1.68,16.8,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,113.9517,114,0.018,0.018,0.46,0.046,Standard Loops,0.2499,0.2499,1.112,0.1134,113.4,0.04998,0.04998,0.2223,0.02267,22.67,1.8326,1.8326,8.152,0.8313,831.3,3.93,3.93,99.82,9.982,2.072,2.072,52.63,5.263,Factory Option,Passivate per ASTM A967,0.00302,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018A 08 S316,LE 018A 08 S316,LE018A08S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.94,0.94,0.165,1.65,0.0168,0.168,16.8,168,0.094,0.094,0.0165,0.165,0.00168,0.0168,1.68,16.8,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,113.9517,114,0.018,0.018,0.46,0.046,Standard Loops,0.2499,0.2499,1.112,0.1134,113.4,0.04998,0.04998,0.2223,0.02267,22.67,1.374,1.374,6.112,0.6232,623.2,3.445,3.445,87.5,8.75,2.072,2.072,52.63,5.263,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00302,0.089,0.089,2.26,0.226,Random,0.018,0.018,0.46,0.046
LE 018B 01 M,LE 018B 01 M,LE018B01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,1.9,1.9,0.333,3.33,0.0339,0.339,33.9,339,0.19,0.19,0.0333,0.333,0.00339,0.0339,3.39,33.9,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,16.8686,16.9,0.018,0.018,0.46,0.046,Standard Loops,0.14,0.14,0.623,0.0635,63.5,0.028,0.028,0.1246,0.0127,12.7,1.5,1.5,6.672,0.6804,680.4,1.345,1.345,34.16,3.416,0.321,0.321,8.15,0.815,Factory Option,Zinc Plate and Bake per ASTM B633,0.00077,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 01 S,LE 018B 01 S,LE018B01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,1.58,1.58,0.277,2.77,0.0282,0.282,28.2,282,0.158,0.158,0.0277,0.277,0.00282,0.0282,2.82,28.2,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,16.9042,16.9,0.018,0.018,0.46,0.046,Standard Loops,0.1166,0.1166,0.519,0.0529,52.9,0.02332,0.02332,0.1037,0.01058,10.58,1.2495,1.2495,5.558,0.5668,566.8,1.345,1.345,34.16,3.416,0.321,0.321,8.15,0.815,Factory Option,Passivate per ASTM A967,0.00078,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 01 S316,LE 018B 01 S316,LE018B01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,1.58,1.58,0.277,2.77,0.0282,0.282,28.2,282,0.158,0.158,0.0277,0.277,0.00282,0.0282,2.82,28.2,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,16.9042,16.9,0.018,0.018,0.46,0.046,Standard Loops,0.1166,0.1166,0.519,0.0529,52.9,0.02332,0.02332,0.1037,0.01058,10.58,0.937,0.937,4.168,0.425,425,1.144,1.144,29.06,2.906,0.321,0.321,8.15,0.815,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00078,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 02 M,LE 018B 02 M,LE018B02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,1.05,1.05,0.184,1.84,0.0188,0.188,18.8,188,0.105,0.105,0.0184,0.184,0.00188,0.0188,1.88,18.8,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,30.5242,30.5,0.018,0.018,0.46,0.046,Standard Loops,0.14,0.14,0.623,0.0635,63.5,0.028,0.028,0.1246,0.0127,12.7,1.5,1.5,6.672,0.6804,680.4,2.175,2.175,55.25,5.525,0.571,0.571,14.5,1.45,Factory Option,Zinc Plate and Bake per ASTM B633,0.00132,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 02 S,LE 018B 02 S,LE018B02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,0.87,0.87,0.152,1.52,0.0155,0.155,15.5,155,0.087,0.087,0.0152,0.152,0.00155,0.0155,1.55,15.5,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,30.6996,30.7,0.018,0.018,0.46,0.046,Standard Loops,0.1166,0.1166,0.519,0.0529,52.9,0.02332,0.02332,0.1037,0.01058,10.58,1.2495,1.2495,5.558,0.5668,566.8,2.175,2.175,55.25,5.525,0.571,0.571,14.5,1.45,Factory Option,Passivate per ASTM A967,0.00135,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 02 S316,LE 018B 02 S316,LE018B02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,0.87,0.87,0.152,1.52,0.0155,0.155,15.5,155,0.087,0.087,0.0152,0.152,0.00155,0.0155,1.55,15.5,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,30.6996,30.7,0.018,0.018,0.46,0.046,Standard Loops,0.1166,0.1166,0.519,0.0529,52.9,0.02332,0.02332,0.1037,0.01058,10.58,0.937,0.937,4.168,0.425,425,1.817,1.817,46.15,4.615,0.571,0.571,14.5,1.45,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00135,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 03 M,LE 018B 03 M,LE018B03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.03,0.03,0.76,0.076,0.86,0.86,0.151,1.51,0.0154,0.154,15.4,154,0.086,0.086,0.0151,0.151,0.00154,0.0154,1.54,15.4,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,37.2679,37.3,0.018,0.018,0.46,0.046,Standard Loops,0.14,0.14,0.623,0.0635,63.5,0.028,0.028,0.1246,0.0127,12.7,1.5,1.5,6.672,0.6804,680.4,2.58,2.58,65.53,6.553,0.696,0.696,17.68,1.768,Factory Option,Zinc Plate and Bake per ASTM B633,0.00159,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 03 S,LE 018B 03 S,LE018B03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.03,0.03,0.76,0.076,0.72,0.72,0.126,1.26,0.0129,0.129,12.9,129,0.072,0.072,0.0126,0.126,0.00129,0.0129,1.29,12.9,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,37.0954,37.1,0.018,0.018,0.46,0.046,Standard Loops,0.1166,0.1166,0.519,0.0529,52.9,0.02332,0.02332,0.1037,0.01058,10.58,1.2495,1.2495,5.558,0.5668,566.8,2.58,2.58,65.53,6.553,0.696,0.696,17.68,1.768,Factory Option,Passivate per ASTM A967,0.00162,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 03 S316,LE 018B 03 S316,LE018B03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.03,0.03,0.76,0.076,0.72,0.72,0.126,1.26,0.0129,0.129,12.9,129,0.072,0.072,0.0126,0.126,0.00129,0.0129,1.29,12.9,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,37.0954,37.1,0.018,0.018,0.46,0.046,Standard Loops,0.1166,0.1166,0.519,0.0529,52.9,0.02332,0.02332,0.1037,0.01058,10.58,0.937,0.937,4.168,0.425,425,2.139,2.139,54.33,5.433,0.696,0.696,17.68,1.768,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00162,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 04 M,LE 018B 04 M,LE018B04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,0.73,0.73,0.128,1.28,0.013,0.13,13,130,0.073,0.073,0.0128,0.128,0.0013,0.013,1.3,13,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,43.9047,43.9,0.018,0.018,0.46,0.046,Standard Loops,0.14,0.14,0.623,0.0635,63.5,0.028,0.028,0.1246,0.0127,12.7,1.5,1.5,6.672,0.6804,680.4,2.985,2.985,75.82,7.582,0.821,0.821,20.85,2.085,Factory Option,Zinc Plate and Bake per ASTM B633,0.00186,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 04 S,LE 018B 04 S,LE018B04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,0.61,0.61,0.107,1.07,0.0109,0.109,10.9,109,0.061,0.061,0.0107,0.107,0.00109,0.0109,1.09,10.9,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,43.7848,43.8,0.018,0.018,0.46,0.046,Standard Loops,0.1166,0.1166,0.519,0.0529,52.9,0.02332,0.02332,0.1037,0.01058,10.58,1.2495,1.2495,5.558,0.5668,566.8,2.985,2.985,75.82,7.582,0.821,0.821,20.85,2.085,Factory Option,Passivate per ASTM A967,0.00189,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 04 S316,LE 018B 04 S316,LE018B04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,0.61,0.61,0.107,1.07,0.0109,0.109,10.9,109,0.061,0.061,0.0107,0.107,0.00109,0.0109,1.09,10.9,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,43.7848,43.8,0.018,0.018,0.46,0.046,Standard Loops,0.1166,0.1166,0.519,0.0529,52.9,0.02332,0.02332,0.1037,0.01058,10.58,0.937,0.937,4.168,0.425,425,2.469,2.469,62.71,6.271,0.821,0.821,20.85,2.085,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00189,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 05 M,LE 018B 05 M,LE018B05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,0.63,0.63,0.11,1.1,0.0113,0.113,11.3,113,0.063,0.063,0.011,0.11,0.00113,0.0113,1.13,11.3,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,50.8737,50.9,0.018,0.018,0.46,0.046,Standard Loops,0.14,0.14,0.623,0.0635,63.5,0.028,0.028,0.1246,0.0127,12.7,1.5,1.5,6.672,0.6804,680.4,3.41,3.41,86.61,8.661,0.946,0.946,24.03,2.403,Factory Option,Zinc Plate and Bake per ASTM B633,0.00215,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 05 S,LE 018B 05 S,LE018B05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,0.52,0.52,0.091,0.91,0.0093,0.093,9.3,93,0.052,0.052,0.0091,0.091,0.00093,0.0093,0.93,9.3,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,51.3629,51.4,0.018,0.018,0.46,0.046,Standard Loops,0.1166,0.1166,0.519,0.0529,52.9,0.02332,0.02332,0.1037,0.01058,10.58,1.2495,1.2495,5.558,0.5668,566.8,3.41,3.41,86.61,8.661,0.946,0.946,24.03,2.403,Factory Option,Passivate per ASTM A967,0.00221,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
LE 018B 05 S316,LE 018B 05 S316,LE018B05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,0.52,0.52,0.091,0.91,0.0093,0.093,9.3,93,0.052,0.052,0.0091,0.091,0.00093,0.0093,0.93,9.3,0.152,0.152,3.86,0.386,REF,Reference,Reference,Reference,51.3629,51.4,0.018,0.018,0.46,0.046,Standard Loops,0.1166,0.1166,0.519,0.0529,52.9,0.02332,0.02332,0.1037,0.01058,10.58,0.937,0.937,4.168,0.425,425,2.827,2.827,71.81,7.181,0.946,0.946,24.03,2.403,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00221,0.152,0.152,3.86,0.386,Random,0.018,0.018,0.46,0.046
