title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LWM15 025 1036S,LWM15 025 1036S,LWM150251036S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.563,0.563,14.3,1.43,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.408,0.408,10.36,1.036,0.07,0.07,1.78,0.178,27.293,27.293,4.78,47.8,0.4874,4.874,487.4,4874,6.823,6.823,1.1949,11.949,0.12185,1.2185,121.845,1218.45,0.07,0.07,1.78,0.178,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,9.225,9.225,41.03,4.184,4184.46,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.447,0.447,13.8,1.38,Reference,Reference,Reference,Reference,,0.002418
LWM15 025 1209S,LWM15 025 1209S,LWM150251209S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.563,0.563,14.3,1.43,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.476,0.476,12.09,1.209,0.08,0.08,2.03,0.203,23.411,23.411,4.1,41,0.4181,4.181,418.07,4180.7,5.853,5.853,1.0251,10.251,0.10452,1.0452,104.523,1045.23,0.08,0.08,2.03,0.203,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,9.271,9.271,41.24,4.205,4205.33,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.447,0.447,13.8,1.38,Reference,Reference,Reference,Reference,,0.002821
LWM15 025 1382S,LWM15 025 1382S,LWM150251382S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.563,0.563,14.3,1.43,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.544,0.544,13.82,1.382,0.09,0.09,2.29,0.229,20.441,20.441,3.58,35.8,0.365,3.65,365.04,3650.4,5.11,5.11,0.8949,8.949,0.09125,0.9125,91.254,912.54,0.09,0.09,2.29,0.229,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,9.28,9.28,41.28,4.209,4209.41,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.447,0.447,13.8,1.38,Reference,Reference,Reference,Reference,,0.003224
LWM15 025 1554S,LWM15 025 1554S,LWM150251554S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.563,0.563,14.3,1.43,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.612,0.612,15.54,1.554,0.09,0.09,2.29,0.229,18.215,18.215,3.19,31.9,0.3253,3.253,325.28,3252.8,4.554,4.554,0.7976,7.976,0.08133,0.8133,81.325,813.25,0.1,0.1,2.54,0.254,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,9.326,9.326,41.48,4.23,4230.27,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.447,0.447,13.8,1.38,Reference,Reference,Reference,Reference,,0.003627
LWM15 025 1727S,LWM15 025 1727S,LWM150251727S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.563,0.563,14.3,1.43,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.68,0.68,17.27,1.727,0.09,0.09,2.29,0.229,16.33,16.33,2.86,28.6,0.2916,2.916,291.62,2916.2,4.083,4.083,0.7151,7.151,0.07291,0.7291,72.914,729.14,0.11,0.11,2.79,0.279,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,9.308,9.308,41.4,4.222,4222.11,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.447,0.447,13.8,1.38,Reference,Reference,Reference,Reference,,0.00403
LWM15 025 1900S,LWM15 025 1900S,LWM150251900S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.563,0.563,14.3,1.43,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.748,0.748,19,1.9,0.1,0.1,2.54,0.254,14.846,14.846,2.6,26,0.2651,2.651,265.12,2651.2,3.711,3.711,0.6499,6.499,0.06627,0.6627,66.271,662.71,0.12,0.12,3.05,0.305,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,9.323,9.323,41.47,4.229,4228.91,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.447,0.447,13.8,1.38,Reference,Reference,Reference,Reference,,0.004433
LWM15 050 0518S,LWM15 050 0518S,LWM150500518S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.204,0.204,5.18,0.518,0.04,0.04,1.02,0.102,162.903,162.903,28.53,285.3,2.9091,29.091,2909.12,29091.2,40.726,40.726,7.1325,71.325,0.72728,7.2728,727.285,7272.85,0.036,0.036,0.91,0.091,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,27.368,27.368,121.74,12.414,12414.12,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.15,1.315,Reference,Reference,Reference,Reference,,0.001054
LWM15 050 0691S,LWM15 050 0691S,LWM150500691S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.272,0.272,6.91,0.691,0.05,0.05,1.27,0.127,122.192,122.192,21.4,214,2.1821,21.821,2182.1,21821,30.548,30.548,5.35,53.5,0.54553,5.4553,545.526,5455.26,0.045,0.045,1.14,0.114,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,27.738,27.738,123.38,12.582,12581.96,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.15,1.315,Reference,Reference,Reference,Reference,,0.001406
LWM15 050 0864S,LWM15 050 0864S,LWM150500864S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.34,0.34,8.64,0.864,0.06,0.06,1.52,0.152,97.753,97.753,17.12,171.2,1.7457,17.457,1745.67,17456.7,24.438,24.438,4.2799,42.799,0.43641,4.3641,436.414,4364.14,0.054,0.054,1.37,0.137,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,27.957,27.957,124.36,12.681,12681.3,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.15,1.315,Reference,Reference,Reference,Reference,,0.001757
LWM15 050 1036S,LWM15 050 1036S,LWM150501036S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.408,0.408,10.36,1.036,0.07,0.07,1.78,0.178,81.423,81.423,14.26,142.6,1.4541,14.541,1454.05,14540.5,20.356,20.356,3.565,35.65,0.36352,3.6352,363.517,3635.17,0.063,0.063,1.6,0.16,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,28.091,28.091,124.96,12.742,12742.08,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.15,1.315,Reference,Reference,Reference,Reference,,0.002109
LWM15 050 1209S,LWM15 050 1209S,LWM150501209S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.476,0.476,12.09,1.209,0.08,0.08,2.03,0.203,69.832,69.832,12.23,122.3,1.2471,12.471,1247.06,12470.6,17.458,17.458,3.0575,30.575,0.31176,3.1176,311.765,3117.65,0.072,0.072,1.83,0.183,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,28.212,28.212,125.49,12.797,12796.96,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.15,1.315,Reference,Reference,Reference,Reference,,0.00246
LWM15 050 1382S,LWM15 050 1382S,LWM150501382S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.544,0.544,13.82,1.382,0.09,0.09,2.29,0.229,61.096,61.096,10.7,107,1.0911,10.911,1091.05,10910.5,15.274,15.274,2.675,26.75,0.27276,2.7276,272.763,2727.63,0.081,0.081,2.06,0.206,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,28.287,28.287,125.83,12.831,12830.98,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.15,1.315,Reference,Reference,Reference,Reference,,0.002812
LWM15 050 1554S,LWM15 050 1554S,LWM150501554S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.612,0.612,15.54,1.554,0.09,0.09,2.29,0.229,54.301,54.301,9.51,95.1,0.9697,9.697,969.71,9697.1,13.575,13.575,2.3774,23.774,0.24242,2.4242,242.422,2424.22,0.09,0.09,2.29,0.229,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,28.345,28.345,126.08,12.857,12857.29,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.15,1.315,Reference,Reference,Reference,Reference,,0.003163
LWM15 050 1727S,LWM15 050 1727S,LWM150501727S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.68,0.68,17.27,1.727,0.09,0.09,2.29,0.229,48.877,48.877,8.56,85.6,0.8728,8.728,872.85,8728.5,12.219,12.219,2.14,21.4,0.21821,2.1821,218.207,2182.07,0.099,0.099,2.52,0.252,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,28.398,28.398,126.32,12.881,12881.33,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.15,1.315,Reference,Reference,Reference,Reference,,0.003515
LWM15 050 1900S,LWM15 050 1900S,LWM150501900S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.748,0.748,19,1.9,0.1,0.1,2.54,0.254,44.423,44.423,7.78,77.8,0.7933,7.933,793.31,7933.1,11.106,11.106,1.945,19.45,0.19833,1.9833,198.331,1983.31,0.108,0.108,2.74,0.274,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,28.431,28.431,126.47,12.896,12896.3,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.15,1.315,Reference,Reference,Reference,Reference,,0.003866
LWM15 080 0518S,LWM15 080 0518S,LWM150800518S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.204,0.204,5.18,0.518,0.04,0.04,1.02,0.102,230.566,230.566,40.38,403.8,4.1174,41.174,4117.45,41174.5,57.641,57.641,10.0948,100.948,1.02935,10.2935,1029.353,10293.53,0.04,0.04,1.02,0.102,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,37.813,37.813,168.2,17.152,17151.98,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.11,1.311,Reference,Reference,Reference,Reference,,0.001146
LWM15 080 0691S,LWM15 080 0691S,LWM150800691S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.272,0.272,6.91,0.691,0.05,0.05,1.27,0.127,168.099,168.099,29.44,294.4,3.0019,30.019,3001.91,30019.1,42.025,42.025,7.36,73.6,0.75048,7.5048,750.482,7504.82,0.05,0.05,1.27,0.127,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,37.318,37.318,166,16.927,16927.44,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.11,1.311,Reference,Reference,Reference,Reference,,0.001528
LWM15 080 0864S,LWM15 080 0864S,LWM150800864S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.34,0.34,8.64,0.864,0.06,0.06,1.52,0.152,134.183,134.183,23.5,235,2.3962,23.962,2396.24,23962.4,33.546,33.546,5.875,58.75,0.59906,5.9906,599.064,5990.64,0.06,0.06,1.52,0.152,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,37.571,37.571,167.12,17.042,17042.21,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.11,1.311,Reference,Reference,Reference,Reference,,0.00191
LWM15 080 1036S,LWM15 080 1036S,LWM150801036S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.408,0.408,10.36,1.036,0.07,0.07,1.78,0.178,111.686,111.686,19.56,195.6,1.9945,19.945,1994.49,19944.9,27.921,27.921,4.8899,48.899,0.49861,4.9861,498.613,4986.13,0.07,0.07,1.78,0.178,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,37.75,37.75,167.92,17.123,17123.4,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.11,1.311,Reference,Reference,Reference,Reference,,0.002292
LWM15 080 1209S,LWM15 080 1209S,LWM150801209S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.476,0.476,12.09,1.209,0.08,0.08,2.03,0.203,95.641,95.641,16.75,167.5,1.708,17.08,1707.96,17079.6,23.91,23.91,4.1874,41.874,0.42698,4.2698,426.985,4269.85,0.08,0.08,2.03,0.203,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,37.874,37.874,168.47,17.18,17179.65,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.11,1.311,Reference,Reference,Reference,Reference,,0.002674
LWM15 080 1382S,LWM15 080 1382S,LWM150801382S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.544,0.544,13.82,1.382,0.09,0.09,2.29,0.229,83.65,83.65,14.65,146.5,1.4938,14.938,1493.82,14938.2,20.913,20.913,3.6626,36.626,0.37346,3.7346,373.464,3734.64,0.09,0.09,2.29,0.229,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,37.977,37.977,168.93,17.226,17226.37,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.11,1.311,Reference,Reference,Reference,Reference,,0.003056
LWM15 080 1554S,LWM15 080 1554S,LWM150801554S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.612,0.612,15.54,1.554,0.09,0.09,2.29,0.229,74.286,74.286,13.01,130.1,1.3266,13.266,1326.6,13266,18.571,18.571,3.2524,32.524,0.33164,3.3164,331.641,3316.41,0.1,0.1,2.54,0.254,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,38.034,38.034,169.18,17.252,17252.22,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.11,1.311,Reference,Reference,Reference,Reference,,0.003438
LWM15 080 1727S,LWM15 080 1727S,LWM150801727S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.68,0.68,17.27,1.727,0.09,0.09,2.29,0.229,67.091,67.091,11.75,117.5,1.1981,11.981,1198.11,11981.1,16.773,16.773,2.9375,29.375,0.29953,2.9953,299.532,2995.32,0.11,0.11,2.79,0.279,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,38.242,38.242,170.11,17.347,17346.57,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.11,1.311,Reference,Reference,Reference,Reference,,0.00382
LWM15 080 1900S,LWM15 080 1900S,LWM150801900S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.536,0.536,13.61,1.361,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.748,0.748,19,1.9,0.1,0.1,2.54,0.254,60.982,60.982,10.68,106.8,1.089,10.89,1089.02,10890.2,15.245,15.245,2.6699,26.699,0.27225,2.7225,272.245,2722.45,0.12,0.12,3.05,0.305,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,38.297,38.297,170.35,17.372,17371.52,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.421,0.421,13.11,1.311,Reference,Reference,Reference,Reference,,0.004203
LWM16 025 0541S,LWM16 025 0541S,LWM160250541S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.576,0.576,14.63,1.463,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.213,0.213,5.41,0.541,0.04,0.04,1.02,0.102,43.224,43.224,7.57,75.7,0.7719,7.719,771.89,7718.9,10.806,10.806,1.8925,18.925,0.19297,1.9297,192.974,1929.74,0.04,0.04,1.02,0.102,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,7.478,7.478,33.26,3.392,3392.02,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.46,0.46,14.13,1.413,Reference,Reference,Reference,Reference,,0.00124
LWM16 025 0721S,LWM16 025 0721S,LWM160250721S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.576,0.576,14.63,1.463,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.284,0.284,7.21,0.721,0.05,0.05,1.27,0.127,32.318,32.318,5.66,56.6,0.5771,5.771,577.13,5771.3,8.08,8.08,1.4151,14.151,0.14429,1.4429,144.293,1442.93,0.05,0.05,1.27,0.127,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,7.562,7.562,33.64,3.43,3430.12,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.46,0.46,14.13,1.413,Reference,Reference,Reference,Reference,,0.001654
LWM16 025 0902S,LWM16 025 0902S,LWM160250902S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.576,0.576,14.63,1.463,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.355,0.355,9.02,0.902,0.06,0.06,1.52,0.152,25.923,25.923,4.54,45.4,0.4629,4.629,462.93,4629.3,6.481,6.481,1.135,11.35,0.11574,1.1574,115.738,1157.38,0.06,0.06,1.52,0.152,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,7.647,7.647,34.02,3.469,3468.68,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.46,0.46,14.13,1.413,Reference,Reference,Reference,Reference,,0.002067
LWM16 025 1082S,LWM16 025 1082S,LWM160251082S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.576,0.576,14.63,1.463,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.426,0.426,10.82,1.082,0.07,0.07,1.78,0.178,21.526,21.526,3.77,37.7,0.3844,3.844,384.41,3844.1,5.382,5.382,0.9426,9.426,0.09611,0.9611,96.112,961.12,0.07,0.07,1.78,0.178,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,7.663,7.663,34.09,3.476,3475.94,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.46,0.46,14.13,1.413,Reference,Reference,Reference,Reference,,0.002481
LWM16 025 1262S,LWM16 025 1262S,LWM160251262S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.576,0.576,14.63,1.463,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.497,0.497,12.62,1.262,0.08,0.08,2.03,0.203,18.5,18.5,3.24,32.4,0.3304,3.304,330.37,3303.7,4.625,4.625,0.81,8.1,0.08259,0.8259,82.593,825.93,0.08,0.08,2.03,0.203,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,7.715,7.715,34.32,3.5,3499.52,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.46,0.46,14.13,1.413,Reference,Reference,Reference,Reference,,0.002894
