title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb,field_nominal_load_build_spec_lb,field_nominal_load_lb,field_nominal_load_n,field_nominal_load_kg,field_nominal_load_gm,field_working_height_bud_spc_in,field_working_height_in,field_working_height_mm,field_working_height_cm
LWM28 130 3137S,LWM28 130 3137S,LWM281303137S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.07,1.07,27.18,2.718,Reference,Reference,Reference,Reference,1.102,1.102,28,2.8,0.866,0.866,22,2.2,MIN,MIN,MIN,MIN,1.235,1.235,31.37,3.137,0.15,0.15,3.81,0.381,63.951,63.951,11.2,112,1.142,11.42,1142.04,11420.4,15.988,15.988,2.8,28,0.28551,2.8551,285.514,2855.14,0.252,0.252,6.4,0.64,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,62.864,62.864,279.63,28.515,28515.11,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.882,0.882,26.26,2.626,Reference,Reference,Reference,Reference,,0.030307,29.225,29.225,130,13.256,13256.46,0.778,0.778,19.76,1.976
LWM30 050 0762S,LWM30 050 0762S,LWM300500762S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,64.236,64.236,11.25,112.5,1.1471,11.471,1147.13,11471.3,16.059,16.059,2.8125,28.125,0.28678,2.8678,286.782,2867.82,0.048,0.048,1.22,0.122,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,16.187,16.187,72,7.342,7342.42,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.58,2.858,Reference,Reference,Reference,Reference,,0.004929,11.24,11.24,50,5.098,5098.46,0.125,0.125,3.18,0.318
LWM30 050 1016S,LWM30 050 1016S,LWM300501016S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,48.02,48.02,8.41,84.1,0.8575,8.575,857.54,8575.4,12.005,12.005,2.1025,21.025,0.21439,2.1439,214.385,2143.85,0.06,0.06,1.52,0.152,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,16.327,16.327,72.63,7.406,7405.93,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.58,2.858,Reference,Reference,Reference,Reference,,0.006572,11.24,11.24,50,5.098,5098.46,0.166,0.166,4.22,0.422
LWM30 050 1270S,LWM30 050 1270S,LWM300501270S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.08,0.08,2.03,0.203,38.485,38.485,6.74,67.4,0.6873,6.873,687.27,6872.7,9.621,9.621,1.685,16.85,0.17181,1.7181,171.812,1718.12,0.072,0.072,1.83,0.183,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,16.472,16.472,73.27,7.472,7471.7,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.58,2.858,Reference,Reference,Reference,Reference,,0.008215,11.24,11.24,50,5.098,5098.46,0.208,0.208,5.28,0.528
LWM30 050 1524S,LWM30 050 1524S,LWM300501524S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,32.033,32.033,5.61,56.1,0.572,5.72,572.05,5720.5,8.008,8.008,1.4025,14.025,0.14301,1.4301,143.007,1430.07,0.084,0.084,2.13,0.213,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,16.529,16.529,73.52,7.498,7497.55,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.58,2.858,Reference,Reference,Reference,Reference,,0.009858,11.24,11.24,50,5.098,5098.46,0.249,0.249,6.32,0.632
LWM30 050 1778S,LWM30 050 1778S,LWM300501778S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.7,0.7,17.78,1.778,0.1,0.1,2.54,0.254,27.465,27.465,4.81,48.1,0.4905,4.905,490.47,4904.7,6.866,6.866,1.2025,12.025,0.12261,1.2261,122.613,1226.13,0.096,0.096,2.44,0.244,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,16.589,16.589,73.79,7.525,7524.77,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.58,2.858,Reference,Reference,Reference,Reference,,0.011501,11.24,11.24,50,5.098,5098.46,0.291,0.291,7.39,0.739
LWM30 050 2032S,LWM30 050 2032S,LWM300502032S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.8,0.8,20.32,2.032,0.12,0.12,3.05,0.305,24.039,24.039,4.21,42.1,0.4293,4.293,429.29,4292.9,6.01,6.01,1.0525,10.525,0.10733,1.0733,107.327,1073.27,0.108,0.108,2.74,0.274,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,16.635,16.635,74,7.546,7545.64,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.58,2.858,Reference,Reference,Reference,Reference,,0.013144,11.24,11.24,50,5.098,5098.46,0.332,0.332,8.43,0.843
LWM30 050 2286S,LWM30 050 2286S,LWM300502286S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.9,0.9,22.86,2.286,0.12,0.12,3.05,0.305,21.355,21.355,3.74,37.4,0.3814,3.814,381.36,3813.6,5.339,5.339,0.935,9.35,0.09534,0.9534,95.344,953.44,0.12,0.12,3.05,0.305,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,16.657,16.657,74.09,7.556,7555.62,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.58,2.858,Reference,Reference,Reference,Reference,,0.014787,11.24,11.24,50,5.098,5098.46,0.374,0.374,9.5,0.95
LWM30 050 2794S,LWM30 050 2794S,LWM300502794S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,1.1,1.1,27.94,2.794,0.15,0.15,3.81,0.381,17.472,17.472,3.06,30.6,0.312,3.12,312.01,3120.1,4.368,4.368,0.765,7.65,0.078,0.78,78.004,780.04,0.144,0.144,3.66,0.366,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,16.703,16.703,74.3,7.576,7576.48,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.58,2.858,Reference,Reference,Reference,Reference,,0.018073,11.24,11.24,50,5.098,5098.46,0.457,0.457,11.61,1.161
LWM30 050 3302S,LWM30 050 3302S,LWM300503302S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,1.3,1.3,33.02,3.302,0.18,0.18,4.57,0.457,14.789,14.789,2.59,25.9,0.2641,2.641,264.1,2641,3.697,3.697,0.6475,6.475,0.06602,0.6602,66.021,660.21,0.168,0.168,4.27,0.427,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,16.741,16.741,74.47,7.594,7593.72,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.58,2.858,Reference,Reference,Reference,Reference,,0.021359,11.24,11.24,50,5.098,5098.46,0.54,0.54,13.72,1.372
LWM30 090 0762S,LWM30 090 0762S,LWM300900762S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,124.876,124.876,21.87,218.7,2.23,22.3,2230.04,22300.4,31.219,31.219,5.4675,54.675,0.55751,5.5751,557.509,5575.09,0.06,0.06,1.52,0.152,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7 PH,29.97,29.97,133.31,13.594,13594.39,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.42,2.842,Reference,Reference,Reference,Reference,,0.006243,20.233,20.233,90,9.178,9177.69,0.138,0.138,3.51,0.351
LWM30 090 1016S,LWM30 090 1016S,LWM300901016S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,94.099,94.099,16.48,164.8,1.6804,16.804,1680.42,16804.2,23.525,23.525,4.12,41.2,0.42011,4.2011,420.109,4201.09,0.075,0.075,1.91,0.191,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7 PH,30.582,30.582,136.04,13.872,13872,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.42,2.842,Reference,Reference,Reference,Reference,,0.008325,20.233,20.233,90,9.178,9177.69,0.185,0.185,4.7,0.47
LWM30 090 1270S,LWM30 090 1270S,LWM300901270S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.08,0.08,2.03,0.203,75.199,75.199,13.17,131.7,1.3429,13.429,1342.9,13429,18.8,18.8,3.2925,32.925,0.33573,3.3573,335.73,3357.3,0.09,0.09,2.29,0.229,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7 PH,30.832,30.832,137.15,13.985,13985.4,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.42,2.842,Reference,Reference,Reference,Reference,,0.010406,20.233,20.233,90,9.178,9177.69,0.231,0.231,5.87,0.587
LWM30 090 1524S,LWM30 090 1524S,LWM300901524S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,62.638,62.638,10.97,109.7,1.1186,11.186,1118.59,11185.9,15.659,15.659,2.7424,27.424,0.27964,2.7964,279.638,2796.38,0.105,0.105,2.67,0.267,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7 PH,31.006,31.006,137.92,14.064,14064.32,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.42,2.842,Reference,Reference,Reference,Reference,,0.012487,20.233,20.233,90,9.178,9177.69,0.277,0.277,7.04,0.704
LWM30 090 1778S,LWM30 090 1778S,LWM300901778S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.7,0.7,17.78,1.778,0.1,0.1,2.54,0.254,53.673,53.673,9.4,94,0.9585,9.585,958.49,9584.9,13.418,13.418,2.3499,23.499,0.23962,2.3962,239.619,2396.19,0.12,0.12,3.05,0.305,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7 PH,31.13,31.13,138.47,14.121,14120.57,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.42,2.842,Reference,Reference,Reference,Reference,,0.014568,20.233,20.233,90,9.178,9177.69,0.323,0.323,8.2,0.82
LWM30 090 2032S,LWM30 090 2032S,LWM300902032S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.8,0.8,20.32,2.032,0.12,0.12,3.05,0.305,46.935,46.935,8.22,82.2,0.8382,8.382,838.17,8381.7,11.734,11.734,2.055,20.55,0.20955,2.0955,209.546,2095.46,0.135,0.135,3.43,0.343,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7 PH,31.212,31.212,138.84,14.158,14157.76,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.42,2.842,Reference,Reference,Reference,Reference,,0.016649,20.233,20.233,90,9.178,9177.69,0.369,0.369,9.37,0.937
LWM30 090 2286S,LWM30 090 2286S,LWM300902286S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.9,0.9,22.86,2.286,0.12,0.12,3.05,0.305,41.739,41.739,7.31,73.1,0.7454,7.454,745.38,7453.8,10.435,10.435,1.8275,18.275,0.18635,1.8635,186.348,1863.48,0.15,0.15,3.81,0.381,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7 PH,31.304,31.304,139.25,14.199,14199.49,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.42,2.842,Reference,Reference,Reference,Reference,,0.01873,20.233,20.233,90,9.178,9177.69,0.415,0.415,10.54,1.054
LWM30 090 2794S,LWM30 090 2794S,LWM300902794S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,1.1,1.1,27.94,2.794,0.15,0.15,3.81,0.381,34.202,34.202,5.99,59.9,0.6108,6.108,610.78,6107.8,8.551,8.551,1.4976,14.976,0.1527,1.527,152.704,1527.04,0.18,0.18,4.57,0.457,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7 PH,31.466,31.466,139.97,14.273,14272.98,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.42,2.842,Reference,Reference,Reference,Reference,,0.022893,20.233,20.233,90,9.178,9177.69,0.508,0.508,12.9,1.29
LWM30 090 3302S,LWM30 090 3302S,LWM300903302S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,1.3,1.3,33.02,3.302,0.18,0.18,4.57,0.457,28.892,28.892,5.06,50.6,0.516,5.16,515.95,5159.5,7.223,7.223,1.265,12.65,0.12899,1.2899,128.988,1289.88,0.21,0.21,5.33,0.533,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7 PH,31.492,31.492,140.08,14.285,14284.77,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.42,2.842,Reference,Reference,Reference,Reference,,0.027055,20.233,20.233,90,9.178,9177.69,0.6,0.6,15.24,1.524
LWM30 130 0762S,LWM30 130 0762S,LWM301300762S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,216.462,216.462,37.91,379.1,3.8656,38.656,3865.58,38655.8,54.116,54.116,9.4775,94.775,0.9664,9.664,966.404,9664.04,0.072,0.072,1.83,0.183,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,49.353,49.353,219.53,22.387,22386.52,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.26,2.826,Reference,Reference,Reference,Reference,,0.007558,29.225,29.225,130,13.256,13256.46,0.165,0.165,4.19,0.419
LWM30 130 1016S,LWM30 130 1016S,LWM301301016S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,162.332,162.332,28.43,284.3,2.8989,28.989,2898.92,28989.2,40.583,40.583,7.1074,71.074,0.72473,7.2473,724.731,7247.31,0.09,0.09,2.29,0.229,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,50.323,50.323,223.85,22.827,22826.51,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.26,2.826,Reference,Reference,Reference,Reference,,0.010077,29.225,29.225,130,13.256,13256.46,0.22,0.22,5.59,0.559
LWM30 130 1270S,LWM30 130 1270S,LWM301301270S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.08,0.08,2.03,0.203,129.9,129.9,22.75,227.5,2.3198,23.198,2319.75,23197.5,32.475,32.475,5.6874,56.874,0.57994,5.7994,579.939,5799.39,0.108,0.108,2.74,0.274,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,50.921,50.921,226.51,23.098,23097.77,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.26,2.826,Reference,Reference,Reference,Reference,,0.012597,29.225,29.225,130,13.256,13256.46,0.275,0.275,6.99,0.699
LWM30 130 1524S,LWM30 130 1524S,LWM301301524S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,108.26,108.26,18.96,189.6,1.9333,19.333,1933.31,19333.1,27.065,27.065,4.74,47.4,0.48333,4.8333,483.327,4833.27,0.126,0.126,3.2,0.32,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,51.315,51.315,228.26,23.276,23276.48,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.26,2.826,Reference,Reference,Reference,Reference,,0.015116,29.225,29.225,130,13.256,13256.46,0.33,0.33,8.38,0.838
LWM30 130 1778S,LWM30 130 1778S,LWM301301778S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.7,0.7,17.78,1.778,0.1,0.1,2.54,0.254,92.786,92.786,16.25,162.5,1.657,16.57,1656.97,16569.7,23.196,23.196,4.0624,40.624,0.41423,4.1423,414.234,4142.34,0.144,0.144,3.66,0.366,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,51.589,51.589,229.48,23.401,23400.77,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.26,2.826,Reference,Reference,Reference,Reference,,0.017635,29.225,29.225,130,13.256,13256.46,0.385,0.385,9.78,0.978
LWM30 130 2032S,LWM30 130 2032S,LWM301302032S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.8,0.8,20.32,2.032,0.12,0.12,3.05,0.305,81.195,81.195,14.22,142.2,1.45,14.5,1449.98,14499.8,20.299,20.299,3.555,35.55,0.3625,3.625,362.5,3625,0.162,0.162,4.12,0.412,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,51.802,51.802,230.43,23.497,23497.39,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.26,2.826,Reference,Reference,Reference,Reference,,0.020154,29.225,29.225,130,13.256,13256.46,0.44,0.44,11.18,1.118
LWM30 130 2286S,LWM30 130 2286S,LWM301302286S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,0.9,0.9,22.86,2.286,0.12,0.12,3.05,0.305,72.173,72.173,12.64,126.4,1.2889,12.889,1288.87,12888.7,18.043,18.043,3.1599,31.599,0.32221,3.2221,322.212,3222.12,0.18,0.18,4.57,0.457,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,51.965,51.965,231.15,23.571,23571.32,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.26,2.826,Reference,Reference,Reference,Reference,,0.022674,29.225,29.225,130,13.256,13256.46,0.495,0.495,12.57,1.257
