title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LW 112 12 0400S,LW 112 12 0400S,LW112120400S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,56,56,9.807,98.07,1,10,1000.05,10000.5,14,14,2.4519,24.519,0.25001,2.5001,250.012,2500.12,0.06,0.06,1.52,0.152,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,19.04,19.04,84.69,8.637,8636.54,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.004643
LW 112 12 0500S,LW 112 12 0500S,LW112120500S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.06,0.06,1.52,0.152,48,48,8.406,84.06,0.8572,8.572,857.18,8571.8,12,12,2.1016,21.016,0.2143,2.143,214.296,2142.96,0.072,0.072,1.83,0.183,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,20.544,20.544,91.38,9.319,9318.76,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.006514
LW 112 12 0600S,LW 112 12 0600S,LW112120600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,39,39,6.83,68.3,0.6965,6.965,696.46,6964.6,9.75,9.75,1.7075,17.075,0.17412,1.7412,174.116,1741.16,0.084,0.084,2.13,0.213,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,20.124,20.124,89.52,9.128,9128.25,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.006965
LW 112 12 0700S,LW 112 12 0700S,LW112120700S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.7,0.7,17.78,1.778,0.09,0.09,2.29,0.229,34,34,5.955,59.55,0.6072,6.072,607.17,6071.7,8.5,8.5,1.4886,14.886,0.15179,1.5179,151.793,1517.93,0.096,0.096,2.44,0.244,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,20.536,20.536,91.35,9.315,9315.13,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.01095
LW 112 12 0800S,LW 112 12 0800S,LW112120800S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.8,0.8,20.32,2.032,0.12,0.12,3.05,0.305,29,29,5.079,50.79,0.5179,5.179,517.88,5178.8,7.25,7.25,1.2697,12.697,0.12947,1.2947,129.471,1294.71,0.108,0.108,2.74,0.274,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,20.068,20.068,89.27,9.103,9102.84,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.009286
LW 112 12 1000S,LW 112 12 1000S,LW112121000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.12,0.12,3.05,0.305,23,23,4.028,40.28,0.4107,4.107,410.73,4107.3,5.75,5.75,1.007,10.07,0.10268,1.0268,102.684,1026.84,0.132,0.132,3.35,0.335,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,19.964,19.964,88.8,9.056,9055.67,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.013029
LW 112 12 1300S,LW 112 12 1300S,LW112121300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,1.3,1.3,33.02,3.302,0.18,0.18,4.57,0.457,19,19,3.328,33.28,0.3393,3.393,339.3,3393,4.75,4.75,0.8319,8.319,0.08483,0.8483,84.826,848.26,0.168,0.168,4.27,0.427,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,21.508,21.508,95.67,9.756,9756.03,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.01509
LW 112 12 1600S,LW 112 12 1600S,LW112121600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,1.6,1.6,40.64,4.064,0.21,0.21,5.33,0.533,15,15,2.627,26.27,0.2679,2.679,267.87,2678.7,3.75,3.75,0.6567,6.567,0.06697,0.6697,66.968,669.68,0.204,0.204,5.18,0.518,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,20.94,20.94,93.15,9.498,9498.38,Plain (End Turn is Wavy),Factory Option,16,16,Reference,Reference,16,16,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.020846
LW 112 12 2000S,LW 112 12 2000S,LW112122000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.25,0.25,6.35,0.635,12,12,2.102,21.02,0.2143,2.143,214.3,2143,3,3,0.5254,5.254,0.05357,0.5357,53.574,535.74,0.252,0.252,6.4,0.64,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,20.976,20.976,93.31,9.515,9514.71,Plain (End Turn is Wavy),Factory Option,20,20,Reference,Reference,20,20,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.026057
LW 112 20 0300S,LW 112 20 0300S,LW112200300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,143,143,25.044,250.44,2.5537,25.537,2553.69,25536.9,35.75,35.75,6.261,62.61,0.63842,6.3842,638.424,6384.24,0.06,0.06,1.52,0.152,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,34.32,34.32,152.66,15.568,15567.55,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.004353
LW 112 20 0400S,LW 112 20 0400S,LW112200400S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,101,101,17.688,176.88,1.8037,18.037,1803.66,18036.6,25.25,25.25,4.4221,44.221,0.45091,4.5091,450.915,4509.15,0.075,0.075,1.91,0.191,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,32.825,32.825,146.01,14.889,14889.42,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.006514
LW 112 20 0500S,LW 112 20 0500S,LW112200500S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.06,0.06,1.52,0.152,87,87,15.237,152.37,1.5536,15.536,1553.65,15536.5,21.75,21.75,3.8091,38.091,0.38841,3.8841,388.412,3884.12,0.09,0.09,2.29,0.229,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,35.67,35.67,158.67,16.18,16179.91,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.009776
LW 112 20 0600S,LW 112 20 0600S,LW112200600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,71,71,12.434,124.34,1.2679,12.679,1267.92,12679.2,17.75,17.75,3.1086,31.086,0.31698,3.1698,316.98,3169.8,0.105,0.105,2.67,0.267,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,35.145,35.145,156.33,15.942,15941.77,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.008706
LW 112 20 0700S,LW 112 20 0700S,LW112200700S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.7,0.7,17.78,1.778,0.09,0.09,2.29,0.229,63,63,11.033,110.33,1.1251,11.251,1125.05,11250.5,15.75,15.75,2.7583,27.583,0.28126,2.8126,281.264,2812.64,0.12,0.12,3.05,0.305,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,36.54,36.54,162.54,16.575,16574.54,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.0114
LW 112 20 0800S,LW 112 20 0800S,LW112200800S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.8,0.8,20.32,2.032,0.12,0.12,3.05,0.305,54,54,9.457,94.57,0.9643,9.643,964.33,9643.3,13.5,13.5,2.3643,23.643,0.24108,2.4108,241.083,2410.83,0.135,0.135,3.43,0.343,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,35.91,35.91,159.74,16.289,16288.78,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.015642
LW 112 20 1000S,LW 112 20 1000S,LW112201000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.12,0.12,3.05,0.305,43,43,7.531,75.31,0.7679,7.679,767.89,7678.9,10.75,10.75,1.8827,18.827,0.19197,1.9197,191.974,1919.74,0.165,0.165,4.19,0.419,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,35.905,35.905,159.71,16.287,16286.51,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.016286
LW 112 20 1300S,LW 112 20 1300S,LW112201300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,1.3,1.3,33.02,3.302,0.18,0.18,4.57,0.457,34,34,5.955,59.55,0.6072,6.072,607.17,6071.7,8.5,8.5,1.4886,14.886,0.15179,1.5179,151.793,1517.93,0.21,0.21,5.33,0.533,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,37.06,37.06,164.85,16.81,16810.42,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.021172
LW 112 20 1600S,LW 112 20 1600S,LW112201600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,1.6,1.6,40.64,4.064,0.21,0.21,5.33,0.533,27,27,4.729,47.29,0.4822,4.822,482.17,4821.7,6.75,6.75,1.1821,11.821,0.12054,1.2054,120.542,1205.42,0.255,0.255,6.48,0.648,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,36.315,36.315,161.54,16.472,16472.48,Plain (End Turn is Wavy),Factory Option,16,16,Reference,Reference,16,16,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.023215
LW 112 20 2000S,LW 112 20 2000S,LW112202000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.25,0.25,6.35,0.635,22,22,3.853,38.53,0.3929,3.929,392.88,3928.8,5.5,5.5,0.9632,9.632,0.09822,0.9822,98.219,982.19,0.315,0.315,8,0.8,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,37.07,37.07,164.9,16.815,16814.95,Plain (End Turn is Wavy),Factory Option,20,20,Reference,Reference,20,20,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.032572
LW 112 30 0300S,LW 112 30 0300S,LW112300300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,246,246,43.083,430.83,4.3931,43.931,4393.07,43930.7,61.5,61.5,10.7707,107.707,1.09827,10.9827,1098.267,10982.67,0.072,0.072,1.83,0.183,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7,56.088,56.088,249.49,25.442,25441.52,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.005223
LW 112 30 0400S,LW 112 30 0400S,LW112300400S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,175,175,30.648,306.48,3.1252,31.252,3125.15,31251.5,43.75,43.75,7.6621,76.621,0.78129,7.8129,781.288,7812.88,0.09,0.09,2.29,0.229,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7,54.25,54.25,241.32,24.608,24607.8,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.007817
LW 112 30 0500S,LW 112 30 0500S,LW112300500S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.06,0.06,1.52,0.152,152,152,26.62,266.2,2.7144,27.144,2714.42,27144.2,38,38,6.6551,66.551,0.6786,6.786,678.604,6786.04,0.108,0.108,2.74,0.274,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7,59.584,59.584,265.04,27.027,27027.3,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.008705
LW 112 30 0600S,LW 112 30 0600S,LW112300600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,120,120,21.016,210.16,2.143,21.43,2142.96,21429.6,30,30,5.254,52.54,0.53574,5.3574,535.74,5357.4,0.126,0.126,3.2,0.32,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7,56.88,56.88,253.01,25.801,25800.77,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.011726
LW 112 30 0700S,LW 112 30 0700S,LW112300700S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.7,0.7,17.78,1.778,0.09,0.09,2.29,0.229,108,108,18.914,189.14,1.9287,19.287,1928.66,19286.6,27,27,4.7286,47.286,0.48217,4.8217,482.166,4821.66,0.144,0.144,3.66,0.366,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7,60.048,60.048,267.11,27.238,27237.77,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.012187
LW 112 30 0800S,LW 112 30 0800S,LW112300800S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,0.8,0.8,20.32,2.032,0.12,0.12,3.05,0.305,91,91,15.937,159.37,1.6251,16.251,1625.08,16250.8,22.75,22.75,3.9843,39.843,0.40627,4.0627,406.27,4062.7,0.162,0.162,4.12,0.412,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7,58.058,58.058,258.25,26.335,26335.11,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.015634
LW 112 30 1000S,LW 112 30 1000S,LW112301000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.12,0.12,3.05,0.305,74,74,12.96,129.6,1.3215,13.215,1321.49,13214.9,18.5,18.5,3.24,32.4,0.33037,3.3037,330.373,3303.73,0.198,0.198,5.03,0.503,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7,59.348,59.348,263.99,26.92,26920.25,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.017411
LW 112 30 1300S,LW 112 30 1300S,LW112301300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,1.3,1.3,33.02,3.302,0.18,0.18,4.57,0.457,58,58,10.158,101.58,1.0358,10.358,1035.76,10357.6,14.5,14.5,2.5394,25.394,0.25894,2.5894,258.941,2589.41,0.252,0.252,6.4,0.64,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7,60.784,60.784,270.38,27.572,27571.62,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.025406
LW 112 30 1600S,LW 112 30 1600S,LW112301600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,1.6,1.6,40.64,4.064,0.21,0.21,5.33,0.533,47,47,8.231,82.31,0.8393,8.393,839.33,8393.3,11.75,11.75,2.0578,20.578,0.20983,2.0983,209.832,2098.32,0.306,0.306,7.77,0.777,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7,60.818,60.818,270.53,27.587,27587.04,Plain (End Turn is Wavy),Factory Option,16,16,Reference,Reference,16,16,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.027857
LW 112 30 2000S,LW 112 30 2000S,LW112302000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.082,1.082,27.48,2.748,Reference,Reference,Reference,Reference,1.125,1.125,28.58,2.858,0.85,0.85,21.59,2.159,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.25,0.25,6.35,0.635,38,38,6.655,66.55,0.6786,6.786,678.6,6786,9.5,9.5,1.6638,16.638,0.16965,1.6965,169.651,1696.51,0.378,0.378,9.6,0.96,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7,61.636,61.636,274.17,27.958,27958.09,Plain (End Turn is Wavy),Factory Option,20,20,Reference,Reference,20,20,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.894,0.894,22.71,2.271,Reference,Reference,Reference,Reference,,0.039086
