title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_base_in,field_outside_dia_base_mm,field_outside_dia_base_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
EI 009A 02 M,EI 009A 02 M,EI009A02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,2.7,2.7,0.473,4.73,0.0482,0.482,48.2,482,0.27,0.27,0.0473,0.473,0.00482,0.0482,4.82,48.2,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,23.1481,23.1,0.009,0.009,0.23,0.023,Standard Loops,0.06,0.06,0.267,0.0272,27.2,0.012,0.012,0.0534,0.00544,5.44,0.62,0.62,2.758,0.2812,281.2,0.523,0.523,13.28,1.328,0.223,0.223,5.66,0.566,Factory Option,Pre-coated with Tin,0.00008,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 02 S,EI 009A 02 S,EI009A02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,2.25,2.25,0.394,3.94,0.0402,0.402,40.2,402,0.225,0.225,0.0394,0.394,0.00402,0.0402,4.02,40.2,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,23.1481,23.1,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.5164,0.5164,2.297,0.2342,234.2,0.523,0.523,13.28,1.328,0.223,0.223,5.66,0.566,Factory Option,Passivate per ASTM A967,0.00008,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 02 S316,EI 009A 02 S316,EI009A02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,2.25,2.25,0.394,3.94,0.0402,0.402,40.2,402,0.225,0.225,0.0394,0.394,0.00402,0.0402,4.02,40.2,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,23.1481,23.1,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.387,0.387,1.721,0.1755,175.5,0.462,0.462,11.73,1.173,0.223,0.223,5.66,0.566,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00008,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 03 M,EI 009A 03 M,EI009A03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,2.1,2.1,0.368,3.68,0.0375,0.375,37.5,375,0.21,0.21,0.0368,0.368,0.00375,0.0375,3.75,37.5,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,29.7619,29.8,0.009,0.009,0.23,0.023,Standard Loops,0.06,0.06,0.267,0.0272,27.2,0.012,0.012,0.0534,0.00544,5.44,0.62,0.62,2.758,0.2812,281.2,0.645,0.645,16.38,1.638,0.285,0.285,7.24,0.724,Factory Option,Pre-coated with Tin,0.0001,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 03 S,EI 009A 03 S,EI009A03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,1.75,1.75,0.306,3.06,0.0313,0.313,31.3,313,0.175,0.175,0.0306,0.306,0.00313,0.0313,3.13,31.3,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,29.7619,29.8,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.5164,0.5164,2.297,0.2342,234.2,0.645,0.645,16.38,1.638,0.285,0.285,7.24,0.724,Factory Option,Passivate per ASTM A967,0.0001,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 03 S316,EI 009A 03 S316,EI009A03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,1.75,1.75,0.306,3.06,0.0313,0.313,31.3,313,0.175,0.175,0.0306,0.306,0.00313,0.0313,3.13,31.3,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,29.7619,29.8,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.387,0.387,1.721,0.1755,175.5,0.567,0.567,14.4,1.44,0.285,0.285,7.24,0.724,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0001,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 04 M,EI 009A 04 M,EI009A04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,1.7,1.7,0.298,2.98,0.0304,0.304,30.4,304,0.17,0.17,0.0298,0.298,0.00304,0.0304,3.04,30.4,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,36.7647,36.8,0.009,0.009,0.23,0.023,Standard Loops,0.06,0.06,0.267,0.0272,27.2,0.012,0.012,0.0534,0.00544,5.44,0.62,0.62,2.758,0.2812,281.2,0.768,0.768,19.51,1.951,0.348,0.348,8.84,0.884,Factory Option,Pre-coated with Tin,0.00012,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 04 S,EI 009A 04 S,EI009A04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,1.42,1.42,0.249,2.49,0.0254,0.254,25.4,254,0.142,0.142,0.0249,0.249,0.00254,0.0254,2.54,25.4,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,36.6784,36.7,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.5164,0.5164,2.297,0.2342,234.2,0.768,0.768,19.51,1.951,0.348,0.348,8.84,0.884,Factory Option,Passivate per ASTM A967,0.00013,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 04 S316,EI 009A 04 S316,EI009A04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,1.42,1.42,0.249,2.49,0.0254,0.254,25.4,254,0.142,0.142,0.0249,0.249,0.00254,0.0254,2.54,25.4,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,36.6784,36.7,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.387,0.387,1.721,0.1755,175.5,0.675,0.675,17.15,1.715,0.348,0.348,8.84,0.884,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00013,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 05 M,EI 009A 05 M,EI009A05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,1.4,1.4,0.245,2.45,0.025,0.25,25,250,0.14,0.14,0.0245,0.245,0.0025,0.025,2.5,25,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,44.6428,44.6,0.009,0.009,0.23,0.023,Standard Loops,0.06,0.06,0.267,0.0272,27.2,0.012,0.012,0.0534,0.00544,5.44,0.62,0.62,2.758,0.2812,281.2,0.9,0.9,22.86,2.286,0.41,0.41,10.41,1.041,Factory Option,Pre-coated with Tin,0.00015,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 05 S,EI 009A 05 S,EI009A05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,1.17,1.17,0.205,2.05,0.0209,0.209,20.9,209,0.117,0.117,0.0205,0.205,0.00209,0.0209,2.09,20.9,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,44.5156,44.5,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.5164,0.5164,2.297,0.2342,234.2,0.9,0.9,22.86,2.286,0.41,0.41,10.41,1.041,Factory Option,Passivate per ASTM A967,0.00015,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 05 S316,EI 009A 05 S316,EI009A05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,1.17,1.17,0.205,2.05,0.0209,0.209,20.9,209,0.117,0.117,0.0205,0.205,0.00209,0.0209,2.09,20.9,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,44.5156,44.5,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.387,0.387,1.721,0.1755,175.5,0.788,0.788,20.02,2.002,0.41,0.41,10.41,1.041,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00015,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 06 M,EI 009A 06 M,EI009A06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,1.1,1.1,0.193,1.93,0.0196,0.196,19.6,196,0.11,0.11,0.0193,0.193,0.00196,0.0196,1.96,19.6,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,56.8181,56.8,0.009,0.009,0.23,0.023,Standard Loops,0.06,0.06,0.267,0.0272,27.2,0.012,0.012,0.0534,0.00544,5.44,0.62,0.62,2.758,0.2812,281.2,1.135,1.135,28.83,2.883,0.535,0.535,13.59,1.359,Factory Option,Pre-coated with Tin,0.00019,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 06 S,EI 009A 06 S,EI009A06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,0.92,0.92,0.161,1.61,0.0164,0.164,16.4,164,0.092,0.092,0.0161,0.161,0.00164,0.0164,1.64,16.4,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,56.6123,56.6,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.5164,0.5164,2.297,0.2342,234.2,1.135,1.135,28.83,2.883,0.535,0.535,13.59,1.359,Factory Option,Passivate per ASTM A967,0.00019,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 06 S316,EI 009A 06 S316,EI009A06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,0.92,0.92,0.161,1.61,0.0164,0.164,16.4,164,0.092,0.092,0.0161,0.161,0.00164,0.0164,1.64,16.4,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,56.6123,56.6,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.387,0.387,1.721,0.1755,175.5,0.991,0.991,25.17,2.517,0.535,0.535,13.59,1.359,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00019,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 07 M,EI 009A 07 M,EI009A07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,0.86,0.86,0.151,1.51,0.0154,0.154,15.4,154,0.086,0.086,0.0151,0.151,0.00154,0.0154,1.54,15.4,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,72.6744,72.7,0.009,0.009,0.23,0.023,Standard Loops,0.06,0.06,0.267,0.0272,27.2,0.012,0.012,0.0534,0.00544,5.44,0.62,0.62,2.758,0.2812,281.2,1.4,1.4,35.56,3.556,0.66,0.66,16.76,1.676,Factory Option,Pre-coated with Tin,0.00024,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 07 S,EI 009A 07 S,EI009A07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,0.72,0.72,0.126,1.26,0.0129,0.129,12.9,129,0.072,0.072,0.0126,0.126,0.00129,0.0129,1.29,12.9,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,72.3379,72.3,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.5164,0.5164,2.297,0.2342,234.2,1.4,1.4,35.56,3.556,0.66,0.66,16.76,1.676,Factory Option,Passivate per ASTM A967,0.00024,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 07 S316,EI 009A 07 S316,EI009A07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,0.72,0.72,0.126,1.26,0.0129,0.129,12.9,129,0.072,0.072,0.0126,0.126,0.00129,0.0129,1.29,12.9,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,72.3379,72.3,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.387,0.387,1.721,0.1755,175.5,1.218,1.218,30.94,3.094,0.66,0.66,16.76,1.676,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00024,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 08 M,EI 009A 08 M,EI009A08M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,0.72,0.72,0.126,1.26,0.0129,0.129,12.9,129,0.072,0.072,0.0126,0.126,0.00129,0.0129,1.29,12.9,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,86.8055,86.8,0.009,0.009,0.23,0.023,Standard Loops,0.06,0.06,0.267,0.0272,27.2,0.012,0.012,0.0534,0.00544,5.44,0.62,0.62,2.758,0.2812,281.2,1.655,1.655,42.04,4.204,0.785,0.785,19.94,1.994,Factory Option,Pre-coated with Tin,0.00029,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 08 S,EI 009A 08 S,EI009A08S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,0.6,0.6,0.105,1.05,0.0107,0.107,10.7,107,0.06,0.06,0.0105,0.105,0.00107,0.0107,1.07,10.7,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,86.8055,86.8,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.5164,0.5164,2.297,0.2342,234.2,1.655,1.655,42.04,4.204,0.785,0.785,19.94,1.994,Factory Option,Passivate per ASTM A967,0.00029,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 08 S316,EI 009A 08 S316,EI009A08S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,0.6,0.6,0.105,1.05,0.0107,0.107,10.7,107,0.06,0.06,0.0105,0.105,0.00107,0.0107,1.07,10.7,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,86.8055,86.8,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.387,0.387,1.721,0.1755,175.5,1.436,1.436,36.47,3.647,0.785,0.785,19.94,1.994,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00029,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009AA 01M,EI 009AA 01M,EI009AA01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,2.221,2.221,0.389,3.89,0.0397,0.397,39.7,397,0.222,0.222,0.0389,0.389,0.00396,0.0396,3.96,39.6,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,13.417,13.4,0.009,0.009,0.23,0.023,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.555,0.555,2.469,0.2517,251.7,0.477,0.477,12.12,1.212,0.13,0.13,3.3,0.33,Factory Option,Pre-coated with Tin,0.00006,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 01S,EI 009AA 01S,EI009AA01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,1.851,1.851,0.324,3.24,0.0331,0.331,33.1,331,0.185,0.185,0.0324,0.324,0.0033,0.033,3.3,33,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,13.417,13.4,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.465,0.465,2.068,0.2109,210.9,0.479,0.479,12.17,1.217,0.13,0.13,3.3,0.33,Factory Option,Passivate per ASTM A967,0.00007,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 01S316,EI 009AA 01S316,EI009AA01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,1.851,1.851,0.324,3.24,0.0331,0.331,33.1,331,0.185,0.185,0.0324,0.324,0.0033,0.033,3.3,33,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,13.417,13.4,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.348,0.348,1.548,0.1579,157.9,0.415,0.415,10.54,1.054,0.13,0.13,3.3,0.33,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00007,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 02M,EI 009AA 02M,EI009AA02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,1.459,1.459,0.256,2.56,0.0261,0.261,26.1,261,0.145,0.145,0.0254,0.254,0.00259,0.0259,2.59,25.9,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,20.417,20.4,0.009,0.009,0.23,0.023,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.555,0.555,2.469,0.2517,251.7,0.659,0.659,16.74,1.674,0.193,0.193,4.9,0.49,Factory Option,Pre-coated with Tin,0.00009,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 02S,EI 009AA 02S,EI009AA02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,1.216,1.216,0.213,2.13,0.0217,0.217,21.7,217,0.121,0.121,0.0212,0.212,0.00216,0.0216,2.16,21.6,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,20.417,20.4,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.465,0.465,2.068,0.2109,210.9,0.661,0.661,16.79,1.679,0.193,0.193,4.9,0.49,Factory Option,Passivate per ASTM A967,0.00009,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 02S316,EI 009AA 02S316,EI009AA02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,1.216,1.216,0.213,2.13,0.0217,0.217,21.7,217,0.121,0.121,0.0212,0.212,0.00216,0.0216,2.16,21.6,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,20.417,20.4,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.348,0.348,1.548,0.1579,157.9,0.564,0.564,14.33,1.433,0.193,0.193,4.9,0.49,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00009,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
