title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_base_in,field_outside_dia_base_mm,field_outside_dia_base_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
EI 010B 04 M,EI 010B 04 M,EI010B04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,0.56,0.56,0.098,0.98,0.01,0.1,10,100,0.056,0.056,0.0098,0.098,0.001,0.01,1,10,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,45.1923,45.2,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.6,0.6,2.669,0.2722,272.2,1.605,1.605,40.77,4.077,0.477,0.477,12.12,1.212,Factory Option,Pre-coated with Tin,0.00029,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 04 S,EI 010B 04 S,EI010B04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,0.47,0.47,0.082,0.82,0.0084,0.084,8.4,84,0.047,0.047,0.0082,0.082,0.00084,0.0084,0.84,8.4,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,44.8718,44.9,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.4998,0.4998,2.223,0.2267,226.7,1.605,1.605,40.77,4.077,0.477,0.477,12.12,1.212,Factory Option,Passivate per ASTM A967,0.0003,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 04 S316,EI 010B 04 S316,EI010B04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,0.47,0.47,0.082,0.82,0.0084,0.084,8.4,84,0.047,0.047,0.0082,0.082,0.00084,0.0084,0.84,8.4,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,44.8718,44.9,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.374,0.374,1.664,0.1696,169.6,1.332,1.332,33.83,3.383,0.477,0.477,12.12,1.212,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0003,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 05 M,EI 010B 05 M,EI010B05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,0.44,0.44,0.077,0.77,0.0079,0.079,7.9,79,0.044,0.044,0.0077,0.077,0.00079,0.0079,0.79,7.9,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,57.5175,57.5,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.6,0.6,2.669,0.2722,272.2,2,2,50.8,5.08,0.602,0.602,15.29,1.529,Factory Option,Pre-coated with Tin,0.00037,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 05 S,EI 010B 05 S,EI010B05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,0.37,0.37,0.065,0.65,0.0066,0.066,6.6,66,0.037,0.037,0.0065,0.065,0.00066,0.0066,0.66,6.6,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,56.9994,57,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.4998,0.4998,2.223,0.2267,226.7,2,2,50.8,5.08,0.602,0.602,15.29,1.529,Factory Option,Passivate per ASTM A967,0.00037,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 05 S316,EI 010B 05 S316,EI010B05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,0.37,0.37,0.065,0.65,0.0066,0.066,6.6,66,0.037,0.037,0.0065,0.065,0.00066,0.0066,0.66,6.6,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,56.9994,57,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.374,0.374,1.664,0.1696,169.6,1.648,1.648,41.86,4.186,0.602,0.602,15.29,1.529,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00037,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 06 M,EI 010B 06 M,EI010B06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,0.36,0.36,0.063,0.63,0.0064,0.064,6.4,64,0.036,0.036,0.0063,0.063,0.00064,0.0064,0.64,6.4,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,70.2992,70.3,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.6,0.6,2.669,0.2722,272.2,2.405,2.405,61.09,6.109,0.727,0.727,18.47,1.847,Factory Option,Pre-coated with Tin,0.00045,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 06 S,EI 010B 06 S,EI010B06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,0.3,0.3,0.053,0.53,0.0054,0.054,5.4,54,0.03,0.03,0.0053,0.053,0.00054,0.0054,0.54,5.4,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,70.2992,70.3,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.4998,0.4998,2.223,0.2267,226.7,2.405,2.405,61.09,6.109,0.727,0.727,18.47,1.847,Factory Option,Passivate per ASTM A967,0.00046,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 06 S316,EI 010B 06 S316,EI010B06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,0.3,0.3,0.053,0.53,0.0054,0.054,5.4,54,0.03,0.03,0.0053,0.053,0.00054,0.0054,0.54,5.4,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,70.2992,70.3,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.374,0.374,1.664,0.1696,169.6,1.983,1.983,50.37,5.037,0.727,0.727,18.47,1.847,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00046,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 07 M,EI 010B 07 M,EI010B07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,1,1,25.4,2.54,0.03,0.03,0.76,0.076,0.31,0.31,0.054,0.54,0.0055,0.055,5.5,55,0.031,0.031,0.0054,0.054,0.00055,0.0055,0.55,5.5,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,81.6378,81.6,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.6,0.6,2.669,0.2722,272.2,2.77,2.77,70.36,7.036,0.852,0.852,21.64,2.164,Factory Option,Pre-coated with Tin,0.00052,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 07 S,EI 010B 07 S,EI010B07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,1,1,25.4,2.54,0.03,0.03,0.76,0.076,0.26,0.26,0.046,0.46,0.0046,0.046,4.6,46,0.026,0.026,0.0046,0.046,0.00046,0.0046,0.46,4.6,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,81.1145,81.1,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.4998,0.4998,2.223,0.2267,226.7,2.77,2.77,70.36,7.036,0.852,0.852,21.64,2.164,Factory Option,Passivate per ASTM A967,0.00052,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 07 S316,EI 010B 07 S316,EI010B07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,1,1,25.4,2.54,0.03,0.03,0.76,0.076,0.26,0.26,0.046,0.46,0.0046,0.046,4.6,46,0.026,0.026,0.0046,0.046,0.00046,0.0046,0.46,4.6,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,81.1145,81.1,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.374,0.374,1.664,0.1696,169.6,2.278,2.278,57.86,5.786,0.852,0.852,21.64,2.164,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00052,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010C 01 M,EI 010C 01 M,EI010C01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,0.821,0.821,0.144,1.44,0.0147,0.147,14.7,147,0.082,0.082,0.0144,0.144,0.00146,0.0146,1.46,14.6,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,18.625,18.6,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.526,0.526,2.34,0.2386,238.6,0.955,0.955,24.26,2.426,0.196,0.196,4.98,0.498,Factory Option,Pre-coated with Tin,0.00015,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 01 S,EI 010C 01 S,EI010C01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,0.684,0.684,0.12,1.2,0.0122,0.122,12.2,122,0.068,0.068,0.0119,0.119,0.00121,0.0121,1.21,12.1,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,18.625,18.6,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.441,0.441,1.962,0.2,200,0.959,0.959,24.36,2.436,0.196,0.196,4.98,0.498,Factory Option,Passivate per ASTM A967,0.00015,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 01 S316,EI 010C 01 S316,EI010C01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,0.684,0.684,0.12,1.2,0.0122,0.122,12.2,122,0.068,0.068,0.0119,0.119,0.00121,0.0121,1.21,12.1,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,18.625,18.6,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.33,0.33,1.468,0.1497,149.7,0.796,0.796,20.22,2.022,0.196,0.196,4.98,0.498,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00015,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 02 M,EI 010C 02 M,EI010C02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.613,0.613,0.107,1.07,0.0109,0.109,10.9,109,0.061,0.061,0.0107,0.107,0.00109,0.0109,1.09,10.9,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,24.925,24.9,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.526,0.526,2.34,0.2386,238.6,1.214,1.214,30.84,3.084,0.259,0.259,6.58,0.658,Factory Option,Pre-coated with Tin,0.0002,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 02 S,EI 010C 02 S,EI010C02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.511,0.511,0.089,0.89,0.0091,0.091,9.1,91,0.051,0.051,0.0089,0.089,0.00091,0.0091,0.91,9.1,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,24.925,24.9,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.441,0.441,1.962,0.2,200,1.22,1.22,30.99,3.099,0.259,0.259,6.58,0.658,Factory Option,Passivate per ASTM A967,0.0002,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 02 S316,EI 010C 02 S316,EI010C02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.511,0.511,0.089,0.89,0.0091,0.091,9.1,91,0.051,0.051,0.0089,0.089,0.00091,0.0091,0.91,9.1,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,24.925,24.9,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.33,0.33,1.468,0.1497,149.7,1.001,1.001,25.43,2.543,0.259,0.259,6.58,0.658,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0002,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 03 M,EI 010C 03 M,EI010C03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.491,0.491,0.086,0.86,0.0088,0.088,8.8,88,0.049,0.049,0.0086,0.086,0.00088,0.0088,0.88,8.8,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,31.125,31.1,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.526,0.526,2.34,0.2386,238.6,1.468,1.468,37.29,3.729,0.321,0.321,8.15,0.815,Factory Option,Pre-coated with Tin,0.00024,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 03 S,EI 010C 03 S,EI010C03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.409,0.409,0.072,0.72,0.0073,0.073,7.3,73,0.04,0.04,0.007,0.07,0.00071,0.0071,0.71,7.1,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,31.125,31.1,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.441,0.441,1.962,0.2,200,1.476,1.476,37.49,3.749,0.321,0.321,8.15,0.815,Factory Option,Passivate per ASTM A967,0.00025,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 03 S316,EI 010C 03 S316,EI010C03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.409,0.409,0.072,0.72,0.0073,0.073,7.3,73,0.04,0.04,0.007,0.07,0.00071,0.0071,0.71,7.1,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,31.125,31.1,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.33,0.33,1.468,0.1497,149.7,1.204,1.204,30.58,3.058,0.321,0.321,8.15,0.815,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00025,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 04 M,EI 010C 04 M,EI010C04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.35,0.35,0.061,0.61,0.0063,0.063,6.3,63,0.035,0.035,0.0061,0.061,0.00063,0.0063,0.63,6.3,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,43.625,43.6,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.526,0.526,2.34,0.2386,238.6,1.982,1.982,50.34,5.034,0.446,0.446,11.33,1.133,Factory Option,Pre-coated with Tin,0.00033,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 04 S,EI 010C 04 S,EI010C04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.292,0.292,0.051,0.51,0.0052,0.052,5.2,52,0.029,0.029,0.0051,0.051,0.00052,0.0052,0.52,5.2,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,43.625,43.6,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.441,0.441,1.962,0.2,200,1.993,1.993,50.62,5.062,0.446,0.446,11.33,1.133,Factory Option,Passivate per ASTM A967,0.00034,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 04 S316,EI 010C 04 S316,EI010C04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.292,0.292,0.051,0.51,0.0052,0.052,5.2,52,0.029,0.029,0.0051,0.051,0.00052,0.0052,0.52,5.2,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,43.625,43.6,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.33,0.33,1.468,0.1497,149.7,1.611,1.611,40.92,4.092,0.446,0.446,11.33,1.133,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00034,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 05 M,EI 010C 05 M,EI010C05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.272,0.272,0.048,0.48,0.0049,0.049,4.9,49,0.027,0.027,0.0047,0.047,0.00048,0.0048,0.48,4.8,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,56.125,56.1,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.526,0.526,2.34,0.2386,238.6,2.496,2.496,63.4,6.34,0.571,0.571,14.5,1.45,Factory Option,Pre-coated with Tin,0.00043,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 05 S,EI 010C 05 S,EI010C05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.227,0.227,0.04,0.4,0.0041,0.041,4.1,41,0.022,0.022,0.0039,0.039,0.00039,0.0039,0.39,3.9,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,56.125,56.1,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.441,0.441,1.962,0.2,200,2.511,2.511,63.78,6.378,0.571,0.571,14.5,1.45,Factory Option,Passivate per ASTM A967,0.00043,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 05 S316,EI 010C 05 S316,EI010C05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.227,0.227,0.04,0.4,0.0041,0.041,4.1,41,0.022,0.022,0.0039,0.039,0.00039,0.0039,0.39,3.9,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,56.125,56.1,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.33,0.33,1.468,0.1497,149.7,2.018,2.018,51.26,5.126,0.571,0.571,14.5,1.45,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00043,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
