title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_base_in,field_outside_dia_base_mm,field_outside_dia_base_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
EI 013B 06 S,EI 013B 06 S,EI013B06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,1.25,1.25,0.219,2.19,0.0223,0.223,22.3,223,0.125,0.125,0.0219,0.219,0.00223,0.0223,2.23,22.3,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,53.7425,53.7,0.013,0.013,0.33,0.033,Standard Loops,0.1082,0.1082,0.481,0.0491,49.1,0.02164,0.02164,0.0963,0.00982,9.82,1.0412,1.0412,4.631,0.4723,472.3,1.625,1.625,41.28,4.128,0.739,0.739,18.77,1.877,Factory Option,Passivate per ASTM A967,0.00057,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 07 M,EI 013B 07 M,EI013B07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,1,1,25.4,2.54,0.03,0.03,0.76,0.076,1.27,1.27,0.222,2.22,0.0227,0.227,22.7,227,0.127,0.127,0.0222,0.222,0.00227,0.0227,2.27,22.7,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,63.4754,63.5,0.013,0.013,0.33,0.033,Standard Loops,0.13,0.13,0.578,0.059,59,0.026,0.026,0.1157,0.01179,11.79,1.25,1.25,5.56,0.567,567,1.88,1.88,47.75,4.775,0.864,0.864,21.95,2.195,Factory Option,Pre-coated with Tin,0.00066,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 07 S,EI 013B 07 S,EI013B07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,1,1,25.4,2.54,0.03,0.03,0.76,0.076,1.06,1.06,0.186,1.86,0.0189,0.189,18.9,189,0.106,0.106,0.0186,0.186,0.00189,0.0189,1.89,18.9,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,63.3756,63.4,0.013,0.013,0.33,0.033,Standard Loops,0.1082,0.1082,0.481,0.0491,49.1,0.02164,0.02164,0.0963,0.00982,9.82,1.0412,1.0412,4.631,0.4723,472.3,1.88,1.88,47.75,4.775,0.864,0.864,21.95,2.195,Factory Option,Passivate per ASTM A967,0.00067,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013C 01 M,EI 013C 01 M,EI013C01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,3.187,3.187,0.558,5.58,0.0569,0.569,56.9,569,0.318,0.318,0.0557,0.557,0.00568,0.0568,5.68,56.8,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,15.019,15,0.013,0.013,0.33,0.033,Standard Loops,0.105,0.105,0.467,0.0476,47.6,0.021,0.021,0.0934,0.00953,9.53,1.166,1.166,5.187,0.5289,528.9,0.708,0.708,17.98,1.798,0.208,0.208,5.28,0.528,Factory Option,Pre-coated with Tin,0.0002,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 01 S,EI 013C 01 S,EI013C01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,2.655,2.655,0.465,4.65,0.0474,0.474,47.4,474,0.265,0.265,0.0464,0.464,0.00473,0.0473,4.73,47.3,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,15.019,15,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.984,0.984,4.377,0.4463,446.3,0.713,0.713,18.11,1.811,0.208,0.208,5.28,0.528,Factory Option,Passivate per ASTM A967,0.00021,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 01 S316,EI 013C 01 S316,EI013C01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,2.655,2.655,0.465,4.65,0.0474,0.474,47.4,474,0.265,0.265,0.0464,0.464,0.00473,0.0473,4.73,47.3,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,15.019,15,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.738,0.738,3.283,0.3348,334.8,0.62,0.62,15.75,1.575,0.208,0.208,5.28,0.528,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00021,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 02 M,EI 013C 02 M,EI013C02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,2.409,2.409,0.422,4.22,0.043,0.43,43,430,0.24,0.24,0.042,0.42,0.00429,0.0429,4.29,42.9,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,19.865,19.9,0.013,0.013,0.33,0.033,Standard Loops,0.105,0.105,0.467,0.0476,47.6,0.021,0.021,0.0934,0.00953,9.53,1.166,1.166,5.187,0.5289,528.9,0.878,0.878,22.3,2.23,0.271,0.271,6.88,0.688,Factory Option,Pre-coated with Tin,0.00026,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 02 S,EI 013C 02 S,EI013C02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,2.008,2.008,0.352,3.52,0.0359,0.359,35.9,359,0.2,0.2,0.035,0.35,0.00357,0.0357,3.57,35.7,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,19.865,19.9,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.984,0.984,4.377,0.4463,446.3,0.884,0.884,22.45,2.245,0.271,0.271,6.88,0.688,Factory Option,Passivate per ASTM A967,0.00027,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 02 S316,EI 013C 02 S316,EI013C02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,2.008,2.008,0.352,3.52,0.0359,0.359,35.9,359,0.2,0.2,0.035,0.35,0.00357,0.0357,3.57,35.7,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,19.865,19.9,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.738,0.738,3.283,0.3348,334.8,0.762,0.762,19.35,1.935,0.271,0.271,6.88,0.688,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00027,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 03 M,EI 013C 03 M,EI013C03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,1.943,1.943,0.34,3.4,0.0347,0.347,34.7,347,0.194,0.194,0.034,0.34,0.00346,0.0346,3.46,34.6,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,24.635,24.6,0.013,0.013,0.33,0.033,Standard Loops,0.105,0.105,0.467,0.0476,47.6,0.021,0.021,0.0934,0.00953,9.53,1.166,1.166,5.187,0.5289,528.9,1.046,1.046,26.57,2.657,0.333,0.333,8.46,0.846,Factory Option,Pre-coated with Tin,0.00032,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 03 S,EI 013C 03 S,EI013C03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,1.619,1.619,0.284,2.84,0.0289,0.289,28.9,289,0.161,0.161,0.0282,0.282,0.00288,0.0288,2.88,28.8,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,24.635,24.6,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.984,0.984,4.377,0.4463,446.3,1.054,1.054,26.77,2.677,0.333,0.333,8.46,0.846,Factory Option,Passivate per ASTM A967,0.00033,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 03 S316,EI 013C 03 S316,EI013C03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,1.619,1.619,0.284,2.84,0.0289,0.289,28.9,289,0.161,0.161,0.0282,0.282,0.00288,0.0288,2.88,28.8,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,24.635,24.6,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.738,0.738,3.283,0.3348,334.8,0.902,0.902,22.91,2.291,0.333,0.333,8.46,0.846,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00033,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 04 M,EI 013C 04 M,EI013C04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,1.397,1.397,0.245,2.45,0.0249,0.249,24.9,249,0.139,0.139,0.0243,0.243,0.00248,0.0248,2.48,24.8,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,34.25,34.3,0.013,0.013,0.33,0.033,Standard Loops,0.105,0.105,0.467,0.0476,47.6,0.021,0.021,0.0934,0.00953,9.53,1.166,1.166,5.187,0.5289,528.9,1.384,1.384,35.15,3.515,0.458,0.458,11.63,1.163,Factory Option,Pre-coated with Tin,0.00043,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 04 S,EI 013C 04 S,EI013C04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,1.164,1.164,0.204,2.04,0.0208,0.208,20.8,208,0.116,0.116,0.0203,0.203,0.00207,0.0207,2.07,20.7,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,34.25,34.3,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.984,0.984,4.377,0.4463,446.3,1.395,1.395,35.43,3.543,0.458,0.458,11.63,1.163,Factory Option,Passivate per ASTM A967,0.00044,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 04 S316,EI 013C 04 S316,EI013C04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,1.164,1.164,0.204,2.04,0.0208,0.208,20.8,208,0.116,0.116,0.0203,0.203,0.00207,0.0207,2.07,20.7,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,34.25,34.3,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.738,0.738,3.283,0.3348,334.8,1.184,1.184,30.07,3.007,0.458,0.458,11.63,1.163,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00044,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 05 M,EI 013C 05 M,EI013C05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,1.091,1.091,0.191,1.91,0.0195,0.195,19.5,195,0.109,0.109,0.0191,0.191,0.00195,0.0195,1.95,19.5,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,43.865,43.9,0.013,0.013,0.33,0.033,Standard Loops,0.105,0.105,0.467,0.0476,47.6,0.021,0.021,0.0934,0.00953,9.53,1.166,1.166,5.187,0.5289,528.9,1.722,1.722,43.74,4.374,0.583,0.583,14.81,1.481,Factory Option,Pre-coated with Tin,0.00055,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 05 S,EI 013C 05 S,EI013C05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.909,0.909,0.159,1.59,0.0162,0.162,16.2,162,0.09,0.09,0.0158,0.158,0.00161,0.0161,1.61,16.1,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,43.865,43.9,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.984,0.984,4.377,0.4463,446.3,1.736,1.736,44.09,4.409,0.583,0.583,14.81,1.481,Factory Option,Passivate per ASTM A967,0.00056,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 05 S316,EI 013C 05 S316,EI013C05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.909,0.909,0.159,1.59,0.0162,0.162,16.2,162,0.09,0.09,0.0158,0.158,0.00161,0.0161,1.61,16.1,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,43.865,43.9,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.738,0.738,3.283,0.3348,334.8,1.466,1.466,37.24,3.724,0.583,0.583,14.81,1.481,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00056,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 06 M,EI 013C 06 M,EI013C06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.895,0.895,0.157,1.57,0.016,0.16,16,160,0.089,0.089,0.0156,0.156,0.00159,0.0159,1.59,15.9,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,53.481,53.5,0.013,0.013,0.33,0.033,Standard Loops,0.105,0.105,0.467,0.0476,47.6,0.021,0.021,0.0934,0.00953,9.53,1.166,1.166,5.187,0.5289,528.9,2.06,2.06,52.32,5.232,0.708,0.708,17.98,1.798,Factory Option,Pre-coated with Tin,0.00067,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 06 S,EI 013C 06 S,EI013C06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.746,0.746,0.131,1.31,0.0133,0.133,13.3,133,0.074,0.074,0.013,0.13,0.00132,0.0132,1.32,13.2,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,53.481,53.5,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.984,0.984,4.377,0.4463,446.3,2.077,2.077,52.76,5.276,0.708,0.708,17.98,1.798,Factory Option,Passivate per ASTM A967,0.00068,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 06 S316,EI 013C 06 S316,EI013C06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.746,0.746,0.131,1.31,0.0133,0.133,13.3,133,0.074,0.074,0.013,0.13,0.00132,0.0132,1.32,13.2,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,53.481,53.5,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.738,0.738,3.283,0.3348,334.8,1.747,1.747,44.37,4.437,0.708,0.708,17.98,1.798,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00068,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 07 M,EI 013C 07 M,EI013C07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.02,0.02,0.51,0.051,0.759,0.759,0.133,1.33,0.0136,0.136,13.6,136,0.075,0.075,0.0131,0.131,0.00134,0.0134,1.34,13.4,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,63.096,63.1,0.013,0.013,0.33,0.033,Standard Loops,0.105,0.105,0.467,0.0476,47.6,0.021,0.021,0.0934,0.00953,9.53,1.166,1.166,5.187,0.5289,528.9,2.398,2.398,60.91,6.091,0.833,0.833,21.16,2.116,Factory Option,Pre-coated with Tin,0.00078,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 07 S,EI 013C 07 S,EI013C07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.02,0.02,0.51,0.051,0.632,0.632,0.111,1.11,0.0113,0.113,11.3,113,0.063,0.063,0.011,0.11,0.00113,0.0113,1.13,11.3,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,63.096,63.1,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.984,0.984,4.377,0.4463,446.3,2.418,2.418,61.42,6.142,0.833,0.833,21.16,2.116,Factory Option,Passivate per ASTM A967,0.0008,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 013C 07 S316,EI 013C 07 S316,EI013C07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.02,0.02,0.51,0.051,0.632,0.632,0.111,1.11,0.0113,0.113,11.3,113,0.063,0.063,0.011,0.11,0.00113,0.0113,1.13,11.3,0.083,0.083,2.11,0.211,REF,Reference,Reference,Reference,63.096,63.1,0.013,0.013,0.33,0.033,Standard Loops,0.087,0.087,0.387,0.0395,39.5,0.017,0.017,0.0756,0.00771,7.71,0.738,0.738,3.283,0.3348,334.8,2.03,2.03,51.56,5.156,0.833,0.833,21.16,2.116,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0008,0.083,0.083,2.11,0.211,Random,0.013,0.013,0.33,0.033
EI 014B 01 M,EI 014B 01 M,EI014B01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,7.1,7.1,1.243,12.43,0.1268,1.268,126.8,1268,0.71,0.71,0.1243,1.243,0.01268,0.1268,12.68,126.8,0.066,0.066,1.68,0.168,REF,Reference,Reference,Reference,15.8516,15.9,0.014,0.014,0.36,0.036,Standard Loops,0.17,0.17,0.756,0.0771,77.1,0.034,0.034,0.1512,0.01542,15.42,1.5,1.5,6.672,0.6804,680.4,0.565,0.565,14.35,1.435,0.243,0.243,6.17,0.617,Factory Option,Pre-coated with Tin,0.00021,0.066,0.066,1.68,0.168,Random,0.014,0.014,0.36,0.036
EI 014B 01 S,EI 014B 01 S,EI014B01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,5.91,5.91,1.035,10.35,0.1055,1.055,105.5,1055,0.591,0.591,0.1035,1.035,0.01055,0.1055,10.55,105.5,0.066,0.066,1.68,0.168,REF,Reference,Reference,Reference,15.8695,15.9,0.014,0.014,0.36,0.036,Standard Loops,0.1416,0.1416,0.63,0.0642,64.2,0.02832,0.02832,0.126,0.01285,12.85,1.2495,1.2495,5.558,0.5668,566.8,0.565,0.565,14.35,1.435,0.243,0.243,6.17,0.617,Factory Option,Passivate per ASTM A967,0.00021,0.066,0.066,1.68,0.168,Random,0.014,0.014,0.36,0.036
EI 014B 02 M,EI 014B 02 M,EI014B02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,5.5,5.5,0.963,9.63,0.0982,0.982,98.2,982,0.55,0.55,0.0963,0.963,0.00982,0.0982,9.82,98.2,0.066,0.066,1.68,0.168,REF,Reference,Reference,Reference,20.463,20.5,0.014,0.014,0.36,0.036,Standard Loops,0.17,0.17,0.756,0.0771,77.1,0.034,0.034,0.1512,0.01542,15.42,1.5,1.5,6.672,0.6804,680.4,0.678,0.678,17.22,1.722,0.306,0.306,7.77,0.777,Factory Option,Pre-coated with Tin,0.00026,0.066,0.066,1.68,0.168,Random,0.014,0.014,0.36,0.036
